No,ポケモン名,技名前,タイプ,分類,威力,命中,PP,技のヒット数,技の説明,更新日,候補
71,ウツボット,パワーウィップ,くさ,物理,120,85,12,1,通常の攻撃技。,2026/4/10,TRUE
71,ウツボット,リーフブレード,くさ,物理,90,100,16,1,きゅうしょアップ+1で攻撃する。,2026/4/10,TRUE
71,ウツボット,タネばくだん,くさ,物理,80,100,16,1,通常の攻撃技。,2026/4/10,
71,ウツボット,グラススライダー,くさ,物理,55,100,20,1,グラスフィールド状態の効果を受けている場合、優先度+1になる。,2026/4/10,
71,ウツボット,くさわけ,くさ,物理,50,100,20,1,自分の素早さを1段階上げる。,2026/4/10,
71,ウツボット,タネマシンガン,くさ,物理,25,100,20,2～5,2ー5回連続で攻撃する。,2026/4/10,
71,ウツボット,リーフストーム,くさ,特殊,130,90,8,1,自分の特攻を2段階下げる。,2026/4/10,TRUE
71,ウツボット,ソーラービーム,くさ,特殊,120,100,12,1,使ったターンで溜め状態になり、次のターンで攻撃する。にほんばれ状態の場合は溜め状態にならず、すぐに攻撃できる。他の天気の場合は威力が1/2になる。,2026/4/10,
71,ウツボット,エナジーボール,くさ,特殊,90,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,TRUE
71,ウツボット,ギガドレイン,くさ,特殊,75,100,12,1,相手に与えたダメージの1/2自分のHPを回復する。,2026/4/10,TRUE
71,ウツボット,ちからをすいとる,くさ,変化,0,100,12,,相手の攻撃の数値分自分のHPを回復する。相手の攻撃を1段階下げる。,2026/4/10,TRUE
71,ウツボット,グラスフィールド,くさ,変化,0,-,12,,5ターンの間全体の場をグラスフィールド状態にする。,2026/4/10,
71,ウツボット,なやみのタネ,くさ,変化,0,100,12,,相手の特性をふみんにする。,2026/4/10,
71,ウツボット,ねをはる,くさ,変化,0,-,20,,自分はねをはる状態になる。,2026/4/10,
71,ウツボット,こうごうせい,くさ,変化,0,-,8,,自分のHPを最大HPの1/2回復する。にほんばれ状態の場合は2/3回復する。それ以外の天気の場合は1/4回復する。,2026/4/10,
71,ウツボット,ねむりごな,くさ,変化,0,75,16,,相手をねむり状態にする。,2026/4/10,
71,ウツボット,しびれごな,くさ,変化,0,75,20,,相手をまひ状態にする。,2026/4/10,
71,ウツボット,せいちょう,ノーマル,変化,0,-,20,,自分の攻撃、特攻を1段階上げる。にほんばれ状態の場合、2段階上げる。,2026/4/10,
71,ウツボット,とびかかる,むし,物理,80,100,16,1,相手の攻撃を1段階下げる。,2026/4/10,
71,ウツボット,きゅうけつ,むし,物理,80,100,12,1,相手に与えたダメージの1/2自分のHPを回復する。,2026/4/10,
71,ウツボット,むしくい,むし,物理,60,100,20,1,相手がきのみを持っていればそきのみを代わりに食べ、自分がその効果を受ける。,2026/4/10,
71,ウツボット,とびつく,むし,物理,50,100,20,1,相手の素早さを1段階下げる。,2026/4/10,
71,ウツボット,どくづき,どく,物理,80,100,20,1,30%の確率で相手をどく状態にする。,2026/4/10,TRUE
71,ウツボット,ヘドロウェーブ,どく,特殊,95,100,12,1,10%の確率で相手をどく状態にする。,2026/4/10,TRUE
71,ウツボット,ヘドロばくだん,どく,特殊,90,100,12,1,30%の確率で相手をどく状態にする。,2026/4/10,TRUE
71,ウツボット,ベノムショック,どく,特殊,65,100,12,1,相手がどく、もうどく状態の場合威力が2倍になる。,2026/4/10,
71,ウツボット,クリアスモッグ,どく,特殊,50,-,16,1,相手の能力変化を元に戻す。相手に必ず命中する。,2026/4/10,
71,ウツボット,アシッドボム,どく,特殊,40,100,20,1,相手の特防を2段階下げる。,2026/4/10,TRUE
71,ウツボット,どくびし,どく,変化,0,-,20,,相手の場をどくびし状態にする。,2026/4/10,
71,ウツボット,いえき,どく,変化,0,100,12,,相手をとくせいなし状態にする。,2026/4/10,
71,ウツボット,どくどく,どく,変化,0,90,12,,相手をもうどく状態にする。どくタイプが使うと相手に必ず命中する。,2026/4/10,
71,ウツボット,どくのこな,どく,変化,0,75,20,,相手をどく状態にする。,2026/4/10,
71,ウツボット,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/4/10,
71,ウツボット,リフレクター,エスパー,変化,0,-,20,,5ターンの間、味方の場をリフレクター状態にする。,2026/4/10,
71,ウツボット,ふいうち,あく,物理,70,100,8,1,相手が攻撃を選んでおりかつこの技を使ったターン中、まだ攻撃をしていない時でないと失敗する。,2026/4/10,TRUE
71,ウツボット,はたきおとす,あく,物理,65,100,20,1,相手が道具を持っていると威力が1.5倍になる。相手の道具を失わせる。,2026/4/10,TRUE
71,ウツボット,どろぼう,あく,物理,60,100,20,1,自分が道具を持っていない場合相手の道具を奪う。,2026/4/10,
71,メガウツボット,くさむすび,くさ,特殊,,100,20,1,相手が重いほど威力が上がる。威力20-120。,2026/4/10,
71,メガウツボット,リーフブレード,くさ,物理,90,100,16,1,きゅうしょアップ+1で攻撃する。,2026/4/10,TRUE
71,メガウツボット,どくづき,どく,物理,80,100,20,1,30%の確率で相手をどく状態にする。,2026/4/10,TRUE
71,メガウツボット,ふいうち,あく,物理,70,100,8,1,相手が攻撃を選んでおりかつこの技を使ったターン中、まだ攻撃をしていない時でないと失敗する。,2026/4/10,TRUE
71,メガウツボット,ちからをすいとる,くさ,変化,0,100,12,,相手の攻撃の数値分自分のHPを回復する。相手の攻撃を1段階下げる。,2026/4/10,TRUE
71,メガウツボット,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
71,メガウツボット,のしかかり,ノーマル,物理,85,100,16,1,30%の確率で相手をまひ状態にする。ちいさくなる状態の相手には、威力が2倍になり必ず命中する。,2026/4/10,
71,メガウツボット,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/4/10,
71,メガウツボット,まきつく,ノーマル,物理,15,90,20,1,相手をバインド状態にする。,2026/4/10,
71,メガウツボット,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
71,メガウツボット,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/4/10,
71,メガウツボット,ウェザーボール,ノーマル,特殊,50,100,12,1,天気が変わっていると、威力が2倍になりタイプも変わる。にほんばれ状態：ほのお、あめ状態：みず、ゆき状態：こおり、すなあらし状態：いわ。,2026/4/10,
71,メガウツボット,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/4/10,
71,メガウツボット,はきだす,ノーマル,特殊,,100,12,,たくわえる状態の数値が多いほど威力が上がる。威力100ー300。たくわえる状態ではない場合、この技は失敗する。,2026/4/10,
71,メガウツボット,くすぐる,ノーマル,変化,0,100,20,,相手の攻撃と防御を1段階下げる。,2026/4/10,
71,メガウツボット,のみこむ,ノーマル,変化,0,-,12,,たくわえる状態の数値が多いとHPを多く回復する。1回だと最大HPの1/4回復する。2回だと最大HPの1/2回復する。3回だと全回復する。たくわえる状態ではない場合、この技は失敗する。,2026/4/10,
71,メガウツボット,たくわえる,ノーマル,変化,0,-,20,,自分の防御・特防を1段階上げる。たくわえる状態を1増やす。最大3回までたくわえられる。,2026/4/10,TRUE
71,メガウツボット,あまいかおり,ノーマル,変化,0,100,20,,相手の回避率を2段階下げる。,2026/4/10,
71,メガウツボット,アンコール,ノーマル,変化,0,100,8,,相手をアンコール状態にする。,2026/4/10,TRUE
71,メガウツボット,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/4/10,
71,メガウツボット,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
71,メガウツボット,こわいかお,ノーマル,変化,0,100,12,,相手の素早さを2段階下げる。,2026/4/10,
71,メガウツボット,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
71,メガウツボット,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,
71,メガウツボット,つるぎのまい,ノーマル,変化,0,-,20,,自分の攻撃を2段階上げる。,2026/4/10,
71,メガウツボット,パワーウィップ,くさ,物理,120,85,12,1,通常の攻撃技。,2026/4/10,TRUE
71,メガウツボット,タネばくだん,くさ,物理,80,100,16,1,通常の攻撃技。,2026/4/10,
71,メガウツボット,グラススライダー,くさ,物理,55,100,20,1,グラスフィールド状態の効果を受けている場合、優先度+1になる。,2026/4/10,
71,メガウツボット,くさわけ,くさ,物理,50,100,20,1,自分の素早さを1段階上げる。,2026/4/10,
71,メガウツボット,タネマシンガン,くさ,物理,25,100,20,2～5,2ー5回連続で攻撃する。,2026/4/10,
71,メガウツボット,リーフストーム,くさ,特殊,130,90,8,1,自分の特攻を2段階下げる。,2026/4/10,TRUE
71,メガウツボット,ソーラービーム,くさ,特殊,120,100,12,1,使ったターンで溜め状態になり、次のターンで攻撃する。にほんばれ状態の場合は溜め状態にならず、すぐに攻撃できる。他の天気の場合は威力が1/2になる。,2026/4/10,
71,メガウツボット,エナジーボール,くさ,特殊,90,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,TRUE
71,メガウツボット,ギガドレイン,くさ,特殊,75,100,12,1,相手に与えたダメージの1/2自分のHPを回復する。,2026/4/10,TRUE
71,メガウツボット,グラスフィールド,くさ,変化,0,-,12,,5ターンの間全体の場をグラスフィールド状態にする。,2026/4/10,
71,メガウツボット,なやみのタネ,くさ,変化,0,100,12,,相手の特性をふみんにする。,2026/4/10,
71,メガウツボット,ねをはる,くさ,変化,0,-,20,,自分はねをはる状態になる。,2026/4/10,
71,メガウツボット,こうごうせい,くさ,変化,0,-,8,,自分のHPを最大HPの1/2回復する。にほんばれ状態の場合は2/3回復する。それ以外の天気の場合は1/4回復する。,2026/4/10,
71,メガウツボット,ねむりごな,くさ,変化,0,75,16,,相手をねむり状態にする。,2026/4/10,
71,メガウツボット,しびれごな,くさ,変化,0,75,20,,相手をまひ状態にする。,2026/4/10,
71,メガウツボット,せいちょう,ノーマル,変化,0,-,20,,自分の攻撃、特攻を1段階上げる。にほんばれ状態の場合、2段階上げる。,2026/4/10,
71,メガウツボット,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/4/10,
71,メガウツボット,とびかかる,むし,物理,80,100,16,1,相手の攻撃を1段階下げる。,2026/4/10,
71,メガウツボット,きゅうけつ,むし,物理,80,100,12,1,相手に与えたダメージの1/2自分のHPを回復する。,2026/4/10,
71,メガウツボット,むしくい,むし,物理,60,100,20,1,相手がきのみを持っていればそきのみを代わりに食べ、自分がその効果を受ける。,2026/4/10,
71,メガウツボット,とびつく,むし,物理,50,100,20,1,相手の素早さを1段階下げる。,2026/4/10,
71,メガウツボット,ヘドロウェーブ,どく,特殊,95,100,12,1,10%の確率で相手をどく状態にする。,2026/4/10,TRUE
71,メガウツボット,ヘドロばくだん,どく,特殊,90,100,12,1,30%の確率で相手をどく状態にする。,2026/4/10,TRUE
71,メガウツボット,ベノムショック,どく,特殊,65,100,12,1,相手がどく、もうどく状態の場合威力が2倍になる。,2026/4/10,
71,メガウツボット,クリアスモッグ,どく,特殊,50,-,16,1,相手の能力変化を元に戻す。相手に必ず命中する。,2026/4/10,
71,メガウツボット,アシッドボム,どく,特殊,40,100,20,1,相手の特防を2段階下げる。,2026/4/10,TRUE
71,メガウツボット,どくびし,どく,変化,0,-,20,,相手の場をどくびし状態にする。,2026/4/10,
71,メガウツボット,いえき,どく,変化,0,100,12,,相手をとくせいなし状態にする。,2026/4/10,
71,メガウツボット,どくどく,どく,変化,0,90,12,,相手をもうどく状態にする。どくタイプが使うと相手に必ず命中する。,2026/4/10,
71,メガウツボット,どくのこな,どく,変化,0,75,20,,相手をどく状態にする。,2026/4/10,
71,メガウツボット,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/4/10,
71,メガウツボット,リフレクター,エスパー,変化,0,-,20,,5ターンの間、味方の場をリフレクター状態にする。,2026/4/10,
71,メガウツボット,はたきおとす,あく,物理,65,100,20,1,相手が道具を持っていると威力が1.5倍になる。相手の道具を失わせる。,2026/4/10,TRUE
71,メガウツボット,どろぼう,あく,物理,60,100,20,1,自分が道具を持っていない場合相手の道具を奪う。,2026/4/10,
80,ヤドランG,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
80,ヤドランG,すてみタックル,ノーマル,物理,120,100,16,1,与えたダメージの1/3を自分も受ける。,2026/4/10,
80,ヤドランG,のしかかり,ノーマル,物理,85,100,16,1,30%の確率で相手をまひ状態にする。ちいさくなる状態の相手には、威力が2倍になり必ず命中する。,2026/4/10,
80,ヤドランG,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/4/10,
80,ヤドランG,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
80,ヤドランG,トライアタック,ノーマル,特殊,80,100,12,1,20%の確率で相手をまひ、やけど、こおり状態のいずれかにする。,2026/4/10,
80,ヤドランG,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/4/10,
80,ヤドランG,ウェザーボール,ノーマル,特殊,50,100,12,1,天気が変わっていると、威力が2倍になりタイプも変わる。にほんばれ状態：ほのお、あめ状態：みず、ゆき状態：こおり、すなあらし状態：いわ。,2026/4/10,
80,ヤドランG,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/4/10,
80,ヤドランG,とおせんぼう,ノーマル,変化,0,-,8,,相手をにげられない状態にする。,2026/4/10,
80,ヤドランG,なまける,ノーマル,変化,0,-,8,,自分のHPを最大HPの1/2回復する。,2026/4/10,TRUE
80,ヤドランG,あくび,ノーマル,変化,0,-,12,,相手をねむけ状態にする。相手に必ず命中する。,2026/4/10,
80,ヤドランG,てだすけ,ノーマル,変化,0,-,20,,使ったターン中、味方の技の威力を1.5倍する。,2026/4/10,
80,ヤドランG,じこあんじ,ノーマル,変化,0,-,12,,相手にかかっている能力変化を自分にもかける。,2026/4/10,
80,ヤドランG,しんぴのまもり,ノーマル,変化,0,-,20,,5ターンの間、味方の場をしんぴのまもり状態にする。,2026/4/10,
80,ヤドランG,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/4/10,
80,ヤドランG,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
80,ヤドランG,はらだいこ,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/2減らし、攻撃を6段階目まで上げる。残りHPが足りない場合は失敗する。,2026/4/10,
80,ヤドランG,こわいかお,ノーマル,変化,0,100,12,,相手の素早さを2段階下げる。,2026/4/10,
80,ヤドランG,まもる,ノーマル,変化,0,-,8,,使ったターン中、相手の技から見を守る。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
80,ヤドランG,みがわり,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/4減らしみがわりを出す。みがわりは、自分の代わりに技を受ける。最大HPの1/4のダメージを受けると消える。,2026/4/10,
80,ヤドランG,かなしばり,ノーマル,変化,0,100,20,,4ターンの間相手をわざふうじ状態にする。,2026/4/10,
80,ヤドランG,だいもんじ,ほのお,特殊,110,85,8,1,10%の確率で相手をやけど状態にする。,2026/4/10,TRUE
80,ヤドランG,かえんほうしゃ,ほのお,特殊,90,100,16,1,10%の確率で相手をやけど状態にする。,2026/4/10,TRUE
80,ヤドランG,にほんばれ,ほのお,変化,0,-,8,,5ターンの間、にほんばれ状態にする。,2026/4/10,
80,ヤドランG,アクアブレイク,みず,物理,85,100,12,1,20%の確率で相手の防御を1段階下げる。,2026/4/10,
80,ヤドランG,ダイビング,みず,物理,80,100,12,1,使ったターンで水中状態になり、次のターンで攻撃する。,2026/4/10,
80,ヤドランG,たきのぼり,みず,物理,80,100,16,1,20%の確率で相手をひるませる。,2026/4/10,
80,ヤドランG,シェルブレード,みず,物理,75,95,12,1,50%の確率で相手の防御を1段階下げる。,2026/4/10,
80,ヤドランG,ハイドロポンプ,みず,特殊,110,80,8,1,通常の攻撃技。,2026/4/10,
80,ヤドランG,だくりゅう,みず,特殊,90,85,12,1,30%の確率で相手の命中率を1段階下げる。,2026/4/10,
80,ヤドランG,なみのり,みず,特殊,90,100,16,1,水中状態の相手には威力が2倍になる。,2026/4/10,TRUE
80,ヤドランG,みずのはどう,みず,特殊,60,100,20,1,20%の確率で相手をこんらん状態にする。,2026/4/10,
80,ヤドランG,ひやみず,みず,特殊,50,100,20,1,相手の攻撃を1段階下げる。,2026/4/10,
80,ヤドランG,うずしお,みず,特殊,35,85,16,1,相手をバインド状態にする。水中状態の相手には、威力が2倍になる。,2026/4/10,
80,ヤドランG,あまごい,みず,変化,0,-,8,,5ターンの間あめ状態にする。,2026/4/10,
80,ヤドランG,でんじは,でんき,変化,0,90,20,,相手をまひ状態にする。,2026/4/10,
80,ヤドランG,うちおとす,いわ,物理,50,100,16,1,地面にいない相手を着地状態にする。空中状態の相手にも当たる。,2026/4/10,
80,ヤドランG,ロックブラスト,いわ,物理,25,90,12,2～5,2ー5回連続で攻撃する。,2026/4/10,
80,ヤドランG,パワージェム,いわ,特殊,80,100,20,1,通常の攻撃技。,2026/4/10,
80,ヤドランG,すなあらし,いわ,変化,0,-,8,,5ターンの間すなあらし状態にする。,2026/4/10,
80,ヤドランG,ダストシュート,どく,物理,120,80,8,1,30%の確率で相手をどく状態にする。,2026/4/10,
80,ヤドランG,どくづき,どく,物理,80,100,20,1,30%の確率で相手をどく状態にする。,2026/4/10,
80,ヤドランG,ゲップ,どく,特殊,120,90,12,1,戦闘中にきのみを食べていない場合、この技は失敗する。,2026/4/10,
80,ヤドランG,ヘドロウェーブ,どく,特殊,95,100,12,1,10%の確率で相手をどく状態にする。,2026/4/10,TRUE
80,ヤドランG,シェルアームズ,どく,特殊,90,100,12,1,20%の確率で相手をどく状態にする。物理技である方がダメージが大きい場合は物理技になる。,2026/4/10,TRUE
80,ヤドランG,ヘドロばくだん,どく,特殊,90,100,12,1,30%の確率で相手をどく状態にする。,2026/4/10,TRUE
80,ヤドランG,ベノムショック,どく,特殊,65,100,12,1,相手がどく、もうどく状態の場合威力が2倍になる。,2026/4/10,
80,ヤドランG,アシッドボム,どく,特殊,40,100,20,1,相手の特防を2段階下げる。,2026/4/10,TRUE
80,ヤドランG,どくびし,どく,変化,0,-,20,,相手の場をどくびし状態にする。,2026/4/10,TRUE
80,ヤドランG,どくどく,どく,変化,0,90,12,,相手をもうどく状態にする。どくタイプが使うと相手に必ず命中する。,2026/4/10,TRUE
80,ヤドランG,じしん,じめん,物理,100,100,12,1,地中状態の相手には威力が2倍になる。グラスフィールド状態の時、威力が1/2になる。,2026/4/10,
80,ヤドランG,あなをほる,じめん,物理,80,100,12,1,使ったターンで地中状態になり、次のターンで攻撃する。,2026/4/10,
80,ヤドランG,じならし,じめん,物理,60,100,20,1,相手の素早さを1段階下げる。グラスフィールド状態の時、威力が1/2になる。,2026/4/10,
80,ヤドランG,マッドショット,じめん,特殊,55,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
80,ヤドランG,れいとうパンチ,こおり,物理,75,100,16,1,10%の確率で相手をこおり状態にする。,2026/4/10,
80,ヤドランG,こおりのキバ,こおり,物理,65,95,16,1,10%の確率で相手をこおり状態にする。10％の確率で相手をひるませる。,2026/4/10,
80,ヤドランG,ゆきなだれ,こおり,物理,,100,12,,この技を使うターンに相手からの技ダメージを受けていれば、威力が2倍になる。,2026/4/10,
80,ヤドランG,ふぶき,こおり,特殊,110,70,8,1,10%の確率で相手をこおり状態にする。ゆき状態の場合、相手に必ず命中する。,2026/4/10,
80,ヤドランG,れいとうビーム,こおり,特殊,90,100,12,1,10%の確率で相手をこおり状態にする。,2026/4/10,TRUE
80,ヤドランG,こごえるかぜ,こおり,特殊,55,95,16,1,相手の素早さを1段階下げる。,2026/4/10,
80,ヤドランG,ゆきげしき,こおり,変化,0,-,8,,5ターンの間、ゆき状態にする。,2026/4/10,
80,ヤドランG,くろいきり,こおり,変化,0,-,20,,全体の場の能力変化をなくす。,2026/4/10,
80,ヤドランG,ボディプレス,かくとう,物理,80,100,12,1,この技は攻撃ではなく、防御の数値でダメージが決まる。,2026/4/10,
80,ヤドランG,ドレインパンチ,かくとう,物理,75,100,12,1,相手に与えたダメージの1/2自分のHPを回復する。,2026/4/10,
80,ヤドランG,かわらわり,かくとう,物理,75,100,16,1,相手の場のひかりのかべ、リフレクター、オーロラベール状態を解除して攻撃する。,2026/4/10,
80,ヤドランG,きあいだま,かくとう,特殊,120,70,8,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,
80,ヤドランG,しねんのずつき,エスパー,物理,80,90,16,1,20%の確率で相手をひるませる。,2026/4/10,
80,ヤドランG,みらいよち,エスパー,特殊,120,100,12,1,相手がいる場所をみらいにこうげき状態にする。,2026/4/10,TRUE
80,ヤドランG,サイコキネシス,エスパー,特殊,90,100,12,1,10%の確率で相手の特防を1段階下げる。,2026/4/10,TRUE
80,ヤドランG,ワイドフォース,エスパー,特殊,80,100,12,1,サイコフィールド状態の効果を受けている場合、威力が1.5倍になり相手全体を攻撃する。,2026/4/10,
80,ヤドランG,サイコショック,エスパー,特殊,80,100,12,1,相手の防御の能力値でダメージ計算する。,2026/4/10,TRUE
80,ヤドランG,アシストパワー,エスパー,特殊,20,100,12,1,自分の能力変化が1段階上がるごとに、この技は威力は20上がる。,2026/4/10,
80,ヤドランG,サイコフィールド,エスパー,変化,0,-,12,,5ターンの間全体の場をサイコフィールド状態にする。,2026/4/10,
80,ヤドランG,いやしのはどう,エスパー,変化,0,-,12,,相手のHPを最大HPの1/2回復する。,2026/4/10,
80,ヤドランG,ワンダールーム,エスパー,変化,0,-,12,,5ターンの間、全体の場をワンダールーム状態にする。,2026/4/10,
80,ヤドランG,トリック,エスパー,変化,0,100,12,,相手と自分が持っている道具を入れ替える。,2026/4/10,
80,ヤドランG,トリックルーム,エスパー,変化,0,-,8,,5ターンの間、全体の場をトリックルーム状態にする。,2026/4/10,
80,ヤドランG,めいそう,エスパー,変化,0,-,20,,自分の特攻と特防が1段階ずつ上がる。,2026/4/10,
80,ヤドランG,ふういん,エスパー,変化,0,-,12,,自分はふういん状態になる。,2026/4/10,
80,ヤドランG,スキルスワップ,エスパー,変化,0,-,12,,自分と相手の特性を入れ替える。,2026/4/10,
80,ヤドランG,ねむる,エスパー,変化,0,-,8,,自分のHPを全回復し状態異常も回復する。2ターンの間 ねむり状態になる。HPが満タンだと失敗する。,2026/4/10,
80,ヤドランG,ドわすれ,エスパー,変化,0,-,20,,自分の特防を2段階上げる。,2026/4/10,
80,ヤドランG,ひかりのかべ,エスパー,変化,0,-,20,,5ターンの間、味方の場をひかりのかべ状態にする。,2026/4/10,
80,ヤドランG,シャドーボール,ゴースト,特殊,80,100,16,1,20%の確率で相手の特防を1段階下げる。,2026/4/10,
80,ヤドランG,のろい,ゴースト,変化,0,-,12,,自分のHPを最大HPの1/2減らし、相手をのろい状態にする。ゴーストタイプ以外の場合、自分の素早さを1段階下げて、攻撃・防御を1段階上げる。,2026/4/10,
80,ヤドランG,イカサマ,あく,物理,95,100,16,,自分の攻撃ではなく相手の攻撃の能力値でダメージが決まる。,2026/4/10,
80,ヤドランG,なげつける,あく,物理,,100,12,,持っている道具によって威力と効果が変わる。使うと道具はなくなる。,2026/4/10,
80,ヤドランG,わるだくみ,あく,変化,0,-,20,,自分の特攻を2段階上げる。,2026/4/10,
80,ヤドランG,アイアンテール,はがね,物理,100,75,16,1,30%の確率で相手の防御を1段階下げる。,2026/4/10,
80,ヤドランG,てっぺき,はがね,変化,0,-,16,,自分の防御を2段階上げる。,2026/4/10,TRUE
80,メガヤドラン,くさむすび,くさ,特殊,,100,20,1,相手が重いほど威力が上がる。威力20-120。,2026/4/10,
80,メガヤドラン,めいそう,エスパー,変化,0,-,20,,自分の特攻と特防が1段階ずつ上がる。,2026/4/10,
80,メガヤドラン,ねっとう,みず,特殊,80,100,16,1,30%の確率で相手をやけど状態にする。相手のこおり状態を治す。使うと自分のこおり状態を治す。,2026/4/10,TRUE
80,メガヤドラン,かえんほうしゃ,ほのお,特殊,90,100,16,1,10%の確率で相手をやけど状態にする。,2026/4/10,TRUE
80,メガヤドラン,なまける,ノーマル,変化,0,-,8,,自分のHPを最大HPの1/2回復する。,2026/4/10,TRUE
80,メガヤドラン,ギガインパクト,ノーマル,物理,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
80,メガヤドラン,のしかかり,ノーマル,物理,85,100,16,1,30%の確率で相手をまひ状態にする。ちいさくなる状態の相手には、威力が2倍になり必ず命中する。,2026/4/10,
80,メガヤドラン,からげんき,ノーマル,物理,70,100,20,1,自分がどく、もうどく、まひ、やけど状態のいずれかの場合 威力が2倍になる。やけど状態による物理技のダメージが半減される効果は無視する。,2026/4/10,
80,メガヤドラン,はかいこうせん,ノーマル,特殊,150,90,8,1,使った次のターン、自分は反動状態になる。,2026/4/10,
80,メガヤドラン,トライアタック,ノーマル,特殊,80,100,12,1,20%の確率で相手をまひ、やけど、こおり状態のいずれかにする。,2026/4/10,
80,メガヤドラン,りんしょう,ノーマル,特殊,60,100,16,1,同じターンに複数のポケモンがこの技を使うと、1匹目が使ったすぐ後に2匹目以降が使う。2匹目以降の威力は2倍になる。,2026/4/10,
80,メガヤドラン,ウェザーボール,ノーマル,特殊,50,100,12,1,天気が変わっていると、威力が2倍になりタイプも変わる。にほんばれ状態：ほのお、あめ状態：みず、ゆき状態：こおり、すなあらし状態：いわ。,2026/4/10,
80,メガヤドラン,いびき,ノーマル,特殊,50,100,16,1,自分がねむり状態の場合使うことができる。30%の確率で相手をひるませる。,2026/4/10,
80,メガヤドラン,とおせんぼう,ノーマル,変化,0,-,8,,相手をにげられない状態にする。,2026/4/10,
80,メガヤドラン,あくび,ノーマル,変化,0,-,12,,相手をねむけ状態にする。相手に必ず命中する。,2026/4/10,
80,メガヤドラン,てだすけ,ノーマル,変化,0,-,20,,使ったターン中、味方の技の威力を1.5倍する。,2026/4/10,
80,メガヤドラン,じこあんじ,ノーマル,変化,0,-,12,,相手にかかっている能力変化を自分にもかける。,2026/4/10,
80,メガヤドラン,しんぴのまもり,ノーマル,変化,0,-,20,,5ターンの間、味方の場をしんぴのまもり状態にする。,2026/4/10,
80,メガヤドラン,ねごと,ノーマル,変化,0,-,12,,自分がねむり状態の場合使うことができる。自分が覚えている他の技の中からいずれかの技を使う。,2026/4/10,
80,メガヤドラン,こらえる,ノーマル,変化,0,-,12,,使ったターン中はひんしになる技のダメージを受けると、HPを1残して耐える。連続で使うと成功率が前に使った時の1/3になる。,2026/4/10,
80,メガヤドラン,はらだいこ,ノーマル,変化,0,-,12,,自分のHPを最大HPの1/2減らし、攻撃を6段階目まで上げる。残りHPが足りない場合は失敗する。,2026/4/10,
